   0.00000000       1.00000000    
   6.28318563E-02  0.998026729    
  0.125663713      0.992114723    
  0.188495576      0.982287228    
  0.251327425      0.968583167    
  0.314159274      0.951056540    
  0.376991153      0.929776490    
  0.439823002      0.904827058    
  0.502654850      0.876306653    
  0.565486729      0.844327927    
  0.628318548      0.809017003    
  0.691150427      0.770513237    
  0.753982306      0.728968561    
  0.816814125      0.684547067    
  0.879646003      0.637423933    
  0.942477822      0.587785244    
   1.00530970      0.535826743    
   1.06814158      0.481753618    
   1.13097346      0.425779194    
   1.19380522      0.368124545    
   1.25663710      0.309016973    
   1.31946898      0.248689830    
   1.38230085      0.187381223    
   1.44513273      0.125333115    
   1.50796461       6.27903789E-02
   1.57079637      -4.37113883E-08
   1.63362825      -6.27905875E-02
   1.69646013     -0.125333324    
   1.75929201     -0.187381431    
   1.82212389     -0.248690024    
   1.88495564     -0.309017032    
   1.94778752     -0.368124634    
   2.01061940     -0.425779372    
   2.07345128     -0.481753796    
   2.13628316     -0.535826921    
   2.19911504     -0.587785423    
   2.26194692     -0.637424171    
   2.32477880     -0.684547246    
   2.38761044     -0.728968620    
   2.45044231     -0.770513296    
   2.51327419     -0.809017062    
   2.57610607     -0.844327986    
   2.63893795     -0.876306713    
   2.70176983     -0.904827118    
   2.76460171     -0.929776549    
   2.82743359     -0.951056600    
   2.89026546     -0.968583226    
   2.95309734     -0.982287288    
   3.01592922     -0.992114723    
   3.07876086     -0.998026729    
   3.14159274      -1.00000000    
   3.20442462     -0.998026729    
   3.26725650     -0.992114663    
   3.33008838     -0.982287228    
   3.39292026     -0.968583107    
   3.45575213     -0.951056421    
   3.51858401     -0.929776371    
   3.58141589     -0.904826939    
   3.64424777     -0.876306534    
   3.70707941     -0.844327867    
   3.76991129     -0.809016943    
   3.83274317     -0.770513177    
   3.89557505     -0.728968501    
   3.95840693     -0.684546947    
   4.02123880     -0.637423813    
   4.08407068     -0.587785065    
   4.14690256     -0.535826564    
   4.20973444     -0.481753439    
   4.27256632     -0.425779015    
   4.33539820     -0.368124247    
   4.39823008     -0.309016645    
   4.46106195     -0.248689517    
   4.52389383     -0.187380910    
   4.58672571     -0.125332803    
   4.64955759      -6.27900586E-02
   4.71238899       1.19248806E-08
   4.77522087       6.27905577E-02
   4.83805275      0.125333294    
   4.90088463      0.187381402    
   4.96371651      0.248689994    
   5.02654839      0.309017122    
   5.08938026      0.368124694    
   5.15221214      0.425779462    
   5.21504402      0.481753856    
   5.27787590      0.535826981    
   5.34070778      0.587785482    
   5.40353966      0.637424231    
   5.46637154      0.684547365    
   5.52920341      0.728968859    
   5.59203529      0.770513475    
   5.65486717      0.809017241    
   5.71769905      0.844328165    
   5.78053093      0.876306891    
   5.84336281      0.904827237    
   5.90619469      0.929776669    
   5.96902657      0.951056659    
   6.03185844      0.968583286    
   6.09468985      0.982287288    
   6.15752172      0.992114723    
   6.22035360      0.998026729    
   6.28318548       1.00000000    
